Timepoint,Environment,PCD,Species,Statistics,Sex,Reference
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 42,,24386.6,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 43,,24454.9,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 44,,24462.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 45,,24407.4,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 46,,24290.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 5,,10998.8,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 6,,11313.6,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 7,,11624.5,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 8,,11931.8,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 9,,12234,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Digital grooves (forelimb),,41,Homo sapiens,2,Male+Female,"Cordero GA, Sánchez-Villagra MR, Werneburg I. An irregular hourglass pattern describes the tempo of phenotypic development in placental mammal evolution. Biology letters. 2020 May 27;16(5):20200087."
Digital grooves (hindlimb),,44,Homo sapiens,2,Male+Female,"Cordero GA, Sánchez-Villagra MR, Werneburg I. An irregular hourglass pattern describes the tempo of phenotypic development in placental mammal evolution. Biology letters. 2020 May 27;16(5):20200087."
Digital serration (forelimb),,44,Homo sapiens,2,Male+Female,"Cordero GA, Sánchez-Villagra MR, Werneburg I. An irregular hourglass pattern describes the tempo of phenotypic development in placental mammal evolution. Biology letters. 2020 May 27;16(5):20200087."
Digital serration (hindlimb),,50.5,Homo sapiens,2,Male+Female,"Cordero GA, Sánchez-Villagra MR, Werneburg I. An irregular hourglass pattern describes the tempo of phenotypic development in placental mammal evolution. Biology letters. 2020 May 27;16(5):20200087."
Discrimination between direct and averted gaze (Onset),,390,Homo sapiens,2,Male+Female,"Mizuno Y, Takeshita H, Matsuzawa T. 2006.  Behavior of infant chimpanzees during the night in the first 4 months of life: Smiling and suckling in relation to behavioral state. Infancy. 9(2):221-40."
Distal 1st finger ossification (Onset),Captive,665.42,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st finger ossification (Onset),Captive,847.92,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st toe ossification (Onset),Captive,574.17,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 1st toe ossification (Onset),Captive,787.08,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd finger ossification (Onset),Captive,1030.4,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd finger ossification (Onset),Captive,1365,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd toe ossification (Onset),Captive,1334.6,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 2nd toe ossification (Onset),Captive,1973.3,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 3rd finger ossification (Onset),Captive,878.33,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 3rd finger ossification (Onset),Captive,1091.2,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 3rd toe ossification (Onset),Captive,1273.8,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 3rd toe ossification (Onset),Captive,1882.1,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 4th finger ossification (Onset),Captive,878.33,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 4th finger ossification (Onset),Captive,1121.7,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 4th toe ossification (Onset),Captive,1182.5,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 4th toe ossification (Onset),Captive,1790.8,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 5th finger ossification (Onset),Captive,1030.4,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal 5th finger ossification (Onset),Captive,1395.4,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal epiphysis of the fibula appearance,,725,Homo sapiens,2,Male+Female,"Davies DA, Parsons FG. The age order of the appearance and union of the normal epiphyses as seen by X-rays. Journal of Anatomy. 1927 Oct;62(Pt 1):58."
Distal fibula ossification (Onset),Captive,543.75,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal fibula ossification (Onset),Captive,665.42,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal phalanx 3 ossification (Onset),,70,Homo sapiens,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
Distal tibia ossification (Onset),Captive,361.25,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal tibia ossification (Onset),Captive,422.08,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal ulna ossification (Onset),Captive,2186.2,Homo sapiens,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Distal ulna ossification (Onset),Captive,2825,Homo sapiens,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Drink onset,,795,Homo sapiens,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Eats solid food (Onset),,536.1,Homo sapiens,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Eats solid food (Onset),,360,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,411,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,471,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,306,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,324,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,396,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,369,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,417,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,348,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,399,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,384,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,393,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,408,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,345,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,351,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,342,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
Eats solid food (Onset),,303,Homo sapiens,2,Male+Female,"Freeman V, van't Hof M, Haschke F, Euro-Growth Study Group. Patterns of milk and food intake in infants from birth to age 36 months: the Euro-growth study. Journal of pediatric gastroenterology and nutrition. 2000 Jul 1;31(1):S76-85."
